shipment_id,product,origin,destination,origin_lat,origin_lon,dest_lat,dest_lon,cargo_kg,invoice_ngn,distance_km,transit_hrs,delay_hrs,total_hrs,shelf_hrs,time_ratio,has_cold_chain,avg_temp,max_temp,max_temp_allowed,temp_exceedance,avg_humidity,road_quality,vibration_score,borrower_history,prior_defaults,spoilage_prob,spoiled,default_prob,defaulted,financing_rate
XB-20240284,Dairy,Jos,Kaduna,9.92,8.89,10.52,7.44,4685.2,1852295.0,262.9,4.61,3.02,7.63,48,0.159,0,39.1,46.0,6,40.0,64.6,fair,0.501,poor,2,0.4737,1,0.6629,1,7.3
XB-20240285,Dairy,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,1331.3,583029.0,553.6,9.04,0.2,9.25,48,0.193,0,33.3,36.3,6,30.3,80.9,poor,1.212,good,2,0.5084,0,0.3483,0,4.79
XB-20240286,Peppers,Onitsha,Jos,6.14,6.79,9.92,8.89,1825.3,299347.0,666.2,12.9,1.33,14.23,96,0.148,0,37.6,45.1,22,23.1,88.6,fair,1.028,good,2,0.5377,1,0.532,1,6.26
XB-20240287,Mangoes,Onitsha,Ibadan,6.14,6.79,7.38,3.93,1911.5,378267.0,488.5,7.64,0.71,8.35,96,0.087,1,20.7,27.3,20,7.3,62.6,poor,1.042,good,1,0.2094,0,0.2894,0,4.32
XB-20240288,Mangoes,Enugu,Jos,6.44,7.5,9.92,8.89,1081.1,230099.0,532.3,11.12,0.31,11.43,96,0.119,1,21.1,24.5,20,4.5,59.6,good,0.0,fair,0,0.1529,0,0.3283,0,4.63
XB-20240289,Dairy,Kaduna,Onitsha,10.52,7.44,6.14,6.79,728.4,298774.0,600.9,10.0,3.01,13.0,48,0.271,0,35.9,41.9,6,35.9,62.4,poor,1.39,good,0,0.5556,1,0.3384,0,4.71
XB-20240290,Dairy,Ibadan,Jos,7.38,3.93,9.92,8.89,766.4,338416.0,977.8,25.83,0.04,25.87,48,0.539,1,5.0,11.1,6,5.1,61.4,poor,2.011,fair,0,0.4165,0,0.4573,1,5.66
XB-20240291,Mangoes,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,2360.3,444183.0,194.5,3.74,1.57,5.31,96,0.055,1,19.7,23.9,20,3.9,60.9,poor,1.02,poor,1,0.2391,0,0.4583,1,5.67
XB-20240292,Mangoes,Kano,Onitsha,12.0,8.52,6.14,6.79,1432.8,263203.0,895.1,23.54,0.33,23.87,96,0.249,0,40.2,46.0,20,26.0,60.2,poor,1.187,poor,1,0.5844,1,0.7172,1,7.74
XB-20240293,Fresh Fish,Enugu,Lagos,6.44,7.5,6.52,3.38,445.9,267340.0,603.8,15.6,0.77,16.37,24,0.682,1,6.8,9.7,4,5.7,68.6,fair,0.651,fair,1,0.346,0,0.4232,0,5.39
XB-20240294,Tomatoes,Abuja,Lagos,9.07,7.4,6.52,3.38,2977.1,1127710.0,705.7,13.67,0.29,13.96,72,0.194,1,26.9,32.8,25,7.8,87.1,poor,2.84,excellent,0,0.5506,0,0.2936,0,4.35
XB-20240295,Fresh Fish,Enugu,Jos,6.44,7.5,9.92,8.89,2872.8,1858789.0,619.2,14.2,0.6,14.79,24,0.616,1,2.2,9.7,4,5.7,79.9,poor,2.766,good,0,0.4492,0,0.2427,0,3.94
XB-20240296,Strawberries,Kaduna,Jos,10.52,7.44,9.92,8.89,1880.0,1632883.0,268.5,7.26,1.2,8.46,36,0.235,0,32.3,39.4,8,31.4,62.2,poor,2.125,fair,1,0.4836,0,0.4967,0,5.97
XB-20240297,Strawberries,Lagos,Enugu,6.52,3.38,6.44,7.5,4829.3,4031765.0,572.3,8.84,1.8,10.63,36,0.295,1,10.2,14.4,8,6.4,55.7,poor,1.043,fair,0,0.4645,0,0.4124,0,5.3
XB-20240298,Fresh Fish,Kano,Lagos,12.0,8.52,6.52,3.38,3696.4,2136441.0,1170.3,25.85,0.32,26.18,24,1.091,0,31.2,33.7,4,29.7,80.3,poor,1.72,excellent,0,0.7317,1,0.2435,0,3.95
XB-20240299,Tomatoes,Enugu,Jos,6.44,7.5,9.92,8.89,3642.5,1284578.0,538.8,10.72,0.42,11.14,72,0.155,0,29.2,32.9,25,7.9,64.2,fair,1.151,fair,0,0.3416,0,0.4667,1,5.73
XB-20240300,Mangoes,Onitsha,Zaria,6.14,6.79,11.08,7.71,4848.4,977547.0,843.6,17.31,4.35,21.66,96,0.226,0,30.8,35.6,20,15.6,63.9,fair,0.955,good,0,0.5913,0,0.3199,0,4.56
XB-20240301,Mangoes,Jos,Onitsha,9.92,8.89,6.14,6.79,1204.9,218777.0,755.1,13.19,2.64,15.83,96,0.165,0,39.0,41.2,20,21.2,64.1,fair,1.129,good,1,0.735,1,0.5239,0,6.19
XB-20240302,Leafy Greens,Kano,Jos,12.0,8.52,9.92,8.89,2313.8,654183.0,323.1,5.49,1.31,6.8,48,0.142,0,32.2,37.3,10,27.3,55.9,fair,0.799,fair,0,0.4687,1,0.4018,0,5.21
XB-20240303,Mangoes,Jos,Onitsha,9.92,8.89,6.14,6.79,4944.2,981969.0,721.8,19.64,0.46,20.1,96,0.209,1,23.7,30.3,20,10.3,64.9,fair,1.221,poor,3,0.2909,0,0.6536,1,7.23
XB-20240304,Strawberries,Kaduna,Jos,10.52,7.44,9.92,8.89,1151.4,855529.0,256.3,3.94,1.46,5.41,36,0.15,1,9.6,11.9,8,3.9,58.5,good,0.0,fair,0,0.0932,0,0.2923,0,4.34
XB-20240305,Leafy Greens,Kano,Abuja,12.0,8.52,9.07,7.4,4289.5,1166603.0,530.6,12.39,4.39,16.78,48,0.35,0,34.4,39.7,10,29.7,79.0,poor,2.244,good,1,0.6791,1,0.4365,0,5.49
XB-20240306,Strawberries,Zaria,Lagos,11.08,7.71,6.52,3.38,2237.0,1866432.0,971.2,18.29,0.53,18.82,36,0.523,1,11.8,14.6,8,6.6,68.8,good,0.0,fair,0,0.1918,0,0.2795,0,4.24
XB-20240307,Dairy,Abuja,Port Harcourt,9.07,7.4,4.82,7.04,4301.7,1872892.0,675.3,18.46,2.29,20.76,48,0.432,0,35.9,41.0,6,35.0,63.6,poor,2.454,poor,0,0.6125,1,0.5667,1,6.53
XB-20240308,Fresh Fish,Port Harcourt,Kano,4.82,7.04,12.0,8.52,4209.2,2457500.0,1215.6,20.18,1.21,21.39,24,0.891,0,39.7,47.0,4,43.0,72.0,fair,0.688,fair,1,0.6435,1,0.5956,1,6.76
XB-20240309,Dairy,Lagos,Kano,6.52,3.38,12.0,8.52,3011.1,1140360.0,1101.6,19.05,1.87,20.92,48,0.436,1,8.5,16.3,6,10.3,63.9,fair,0.684,good,0,0.395,0,0.3305,0,4.64
XB-20240310,Tomatoes,Jos,Onitsha,9.92,8.89,6.14,6.79,576.8,217292.0,681.1,18.24,1.84,20.08,72,0.279,0,36.1,40.3,25,15.3,76.1,poor,2.884,fair,0,0.5462,1,0.577,1,6.62
XB-20240311,Strawberries,Enugu,Jos,6.44,7.5,9.92,8.89,2043.3,1750496.0,574.9,10.0,0.48,10.48,36,0.291,1,11.5,17.0,8,9.0,74.7,fair,0.866,fair,1,0.3792,0,0.3916,0,5.13
XB-20240312,Mangoes,Onitsha,Enugu,6.14,6.79,6.44,7.5,3429.6,690087.0,110.8,2.02,1.34,3.36,96,0.035,1,19.8,25.0,20,5.0,79.1,poor,2.534,poor,0,0.2614,0,0.3964,0,5.17
XB-20240313,Dairy,Abuja,Port Harcourt,9.07,7.4,4.82,7.04,2718.4,1173565.0,673.3,14.92,3.56,18.48,48,0.385,0,33.6,40.4,6,34.4,73.3,poor,1.535,good,2,0.65,1,0.5004,1,6.0
XB-20240314,Leafy Greens,Lagos,Zaria,6.52,3.38,11.08,7.71,3701.2,1048712.0,923.4,20.18,2.48,22.65,48,0.472,1,9.8,12.3,10,2.3,89.5,fair,1.293,good,0,0.3191,0,0.3759,0,5.01
XB-20240315,Mangoes,Kaduna,Lagos,10.52,7.44,6.52,3.38,4403.7,925182.0,889.1,25.03,1.09,26.12,96,0.272,0,35.9,39.7,20,19.7,80.2,good,0.0,fair,0,0.4467,0,0.3638,0,4.91
XB-20240316,Leafy Greens,Kano,Jos,12.0,8.52,9.92,8.89,1614.6,458517.0,339.0,5.91,0.71,6.62,48,0.138,1,12.9,20.5,10,10.5,75.2,fair,1.403,excellent,0,0.4153,0,0.1488,0,3.19
XB-20240317,Mangoes,Jos,Kaduna,9.92,8.89,10.52,7.44,1369.5,272173.0,212.7,4.03,3.27,7.3,96,0.076,0,35.7,42.4,20,22.4,55.6,fair,1.358,good,0,0.4886,1,0.276,0,4.21
XB-20240318,Leafy Greens,Jos,Lagos,9.92,8.89,6.52,3.38,885.7,261091.0,1111.4,18.93,1.53,20.46,48,0.426,0,34.5,41.8,10,31.8,71.1,poor,3.0,fair,0,0.8589,1,0.6618,0,7.29
XB-20240319,Peppers,Jos,Kaduna,9.92,8.89,10.52,7.44,2433.0,399678.0,246.0,4.65,1.38,6.03,96,0.063,1,23.3,28.6,22,6.6,74.2,fair,0.764,good,0,0.3574,0,0.304,0,4.43
XB-20240320,Peppers,Lagos,Zaria,6.52,3.38,11.08,7.71,2851.1,523355.0,933.0,21.58,0.77,22.35,96,0.233,0,38.0,42.5,22,20.5,67.3,good,0.0,fair,0,0.57,1,0.5965,1,6.77
XB-20240321,Dairy,Kano,Enugu,12.0,8.52,6.44,7.5,2911.2,1144382.0,861.1,22.66,0.08,22.75,48,0.474,0,39.6,44.6,6,38.6,57.0,fair,1.436,good,1,0.5274,1,0.4766,0,5.81
XB-20240322,Leafy Greens,Kano,Kaduna,12.0,8.52,10.52,7.44,627.2,176034.0,266.3,4.26,3.52,7.77,48,0.162,1,11.7,14.7,10,4.7,90.8,poor,1.334,excellent,0,0.3747,0,0.1093,0,2.87
XB-20240323,Dairy,Abuja,Zaria,9.07,7.4,11.08,7.71,3091.7,1196522.0,353.4,7.03,1.99,9.03,48,0.188,0,30.5,37.7,6,31.7,85.1,good,0.0,fair,0,0.4919,1,0.4179,0,5.34
XB-20240324,Strawberries,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,2286.5,1716795.0,198.9,4.88,2.2,7.08,36,0.197,1,7.2,11.2,8,3.2,72.2,poor,2.863,good,0,0.2196,0,0.0255,0,2.2
XB-20240325,Leafy Greens,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,2520.3,650879.0,604.9,15.73,2.43,18.15,48,0.378,0,35.1,41.2,10,31.2,86.8,fair,1.263,fair,0,0.7309,1,0.5271,0,6.22
XB-20240326,Peppers,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,2022.1,382541.0,609.9,11.06,1.14,12.19,96,0.127,1,25.2,28.2,22,6.2,86.5,poor,2.099,fair,0,0.4487,0,0.3664,0,4.93
XB-20240327,Tomatoes,Onitsha,Ibadan,6.14,6.79,7.38,3.93,2480.8,836553.0,420.9,7.26,1.03,8.29,72,0.115,1,28.2,34.2,25,9.2,56.7,fair,1.263,excellent,0,0.3658,1,0.1653,0,3.32
XB-20240328,Fresh Fish,Zaria,Abuja,11.08,7.71,9.07,7.4,4460.2,2751730.0,271.9,5.74,0.52,6.26,24,0.261,1,3.9,11.7,4,7.7,89.5,poor,1.844,fair,2,0.6021,0,0.6949,1,7.56
XB-20240329,Tomatoes,Jos,Abuja,9.92,8.89,9.07,7.4,3427.0,1201520.0,284.8,5.03,0.65,5.68,72,0.079,1,28.3,30.5,25,5.5,84.8,fair,1.355,fair,0,0.2024,0,0.3305,0,4.64
XB-20240330,Peppers,Lagos,Abuja,6.52,3.38,9.07,7.4,3183.2,520130.0,779.4,19.2,2.67,21.87,96,0.228,0,33.3,35.4,22,13.4,63.9,good,0.0,fair,0,0.3324,0,0.4333,0,5.47
XB-20240331,Fresh Fish,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,4120.6,2699621.0,576.4,9.81,1.39,11.19,24,0.466,0,28.4,36.3,4,32.3,69.2,good,0.0,good,0,0.4562,0,0.4562,0,5.65
XB-20240332,Dairy,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,2095.1,905634.0,619.6,15.68,4.05,19.72,48,0.411,1,4.1,7.4,6,1.4,73.0,poor,2.055,poor,1,0.3413,0,0.5215,0,6.17
XB-20240333,Leafy Greens,Enugu,Jos,6.44,7.5,9.92,8.89,1562.0,431807.0,656.3,12.15,0.9,13.05,48,0.272,1,9.5,17.0,10,7.0,74.3,good,0.0,poor,0,0.2575,0,0.4303,0,5.44
XB-20240334,Strawberries,Lagos,Abuja,6.52,3.38,9.07,7.4,3169.2,2438946.0,634.9,16.9,0.14,17.04,36,0.473,0,33.9,39.4,8,31.4,85.9,good,0.0,poor,0,0.5282,1,0.5709,1,6.57
XB-20240335,Dairy,Onitsha,Enugu,6.14,6.79,6.44,7.5,2196.4,963133.0,110.7,1.77,0.79,2.56,48,0.053,1,9.4,16.3,6,10.3,57.4,fair,1.072,poor,0,0.3658,0,0.4691,0,5.75
XB-20240336,Leafy Greens,Kaduna,Kano,10.52,7.44,12.0,8.52,4736.6,1268597.0,281.6,5.77,1.67,7.44,48,0.155,1,12.4,19.6,10,9.6,78.2,fair,0.626,poor,0,0.4586,0,0.5416,0,6.33
XB-20240337,Dairy,Zaria,Kaduna,11.08,7.71,10.52,7.44,3165.5,1401298.0,96.6,2.53,4.92,7.45,48,0.155,0,30.4,37.3,6,31.3,74.2,fair,0.814,good,1,0.6944,1,0.5702,1,6.56
XB-20240338,Leafy Greens,Zaria,Kaduna,11.08,7.71,10.52,7.44,1360.5,379637.0,103.5,1.68,0.71,2.39,48,0.05,0,29.7,36.3,10,26.3,62.8,fair,0.734,good,1,0.4759,1,0.4144,0,5.32
XB-20240339,Strawberries,Kano,Onitsha,12.0,8.52,6.14,6.79,742.7,624712.0,978.7,16.95,2.49,19.44,36,0.54,0,32.9,36.2,8,28.2,72.2,fair,1.234,fair,1,0.6339,1,0.6131,1,6.91
XB-20240340,Leafy Greens,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,1019.7,272220.0,677.5,13.48,0.24,13.72,48,0.286,0,34.5,42.0,10,32.0,90.0,good,0.0,good,3,0.5759,0,0.5782,1,6.63
XB-20240341,Fresh Fish,Enugu,Jos,6.44,7.5,9.92,8.89,2472.5,1517070.0,647.0,10.6,1.63,12.22,24,0.509,1,7.4,10.2,4,6.2,74.7,fair,0.547,fair,1,0.3817,0,0.4845,0,5.88
XB-20240342,Leafy Greens,Kano,Port Harcourt,12.0,8.52,4.82,7.04,3657.8,1012809.0,1297.8,30.4,0.32,30.72,48,0.64,0,27.2,34.1,10,24.1,57.9,good,0.0,good,0,0.6081,1,0.4009,0,5.21
XB-20240343,Dairy,Enugu,Lagos,6.44,7.5,6.52,3.38,653.9,288817.0,666.5,12.53,1.27,13.8,48,0.288,1,7.7,11.0,6,5.0,73.7,fair,0.784,poor,2,0.2805,0,0.515,0,6.12
XB-20240344,Dairy,Kano,Abuja,12.0,8.52,9.07,7.4,4837.9,2154484.0,485.5,9.01,0.52,9.53,48,0.198,1,4.4,8.0,6,2.0,81.4,fair,0.902,excellent,0,0.3198,0,0.1405,0,3.12
XB-20240345,Leafy Greens,Zaria,Kaduna,11.08,7.71,10.52,7.44,2325.1,709489.0,99.4,2.35,1.14,3.48,48,0.073,0,37.1,40.3,10,30.3,76.2,good,0.0,poor,1,0.38,0,0.5841,0,6.67
XB-20240346,Peppers,Abuja,Onitsha,9.07,7.4,6.14,6.79,2239.2,373080.0,491.5,12.7,1.45,14.15,96,0.147,0,42.1,47.4,22,25.4,78.9,good,0.0,poor,0,0.411,0,0.5373,0,6.3
XB-20240347,Strawberries,Zaria,Kano,11.08,7.71,12.0,8.52,4278.1,3408867.0,197.5,4.28,1.02,5.29,36,0.147,0,30.8,36.6,8,28.6,58.7,fair,0.621,excellent,0,0.5649,1,0.376,0,5.01
XB-20240348,Dairy,Kaduna,Jos,10.52,7.44,9.92,8.89,2893.5,1260836.0,260.1,5.81,0.15,5.96,48,0.124,0,25.7,30.3,6,24.3,79.0,good,0.0,good,0,0.4851,1,0.3825,0,5.06
XB-20240349,Dairy,Onitsha,Kaduna,6.14,6.79,10.52,7.44,3008.4,1266845.0,670.4,13.44,0.61,14.05,48,0.293,1,6.6,10.7,6,4.7,74.1,fair,1.188,poor,0,0.25,0,0.4152,0,5.32
XB-20240350,Dairy,Abuja,Kaduna,9.07,7.4,10.52,7.44,1965.0,759379.0,203.1,4.59,1.63,6.22,48,0.13,0,26.7,30.0,6,24.0,55.9,poor,1.421,good,0,0.5518,1,0.3378,0,4.7
XB-20240351,Peppers,Kano,Onitsha,12.0,8.52,6.14,6.79,2875.6,492358.0,1024.1,18.78,0.19,18.97,96,0.198,0,33.0,36.6,22,14.6,77.3,poor,2.998,fair,0,0.5151,1,0.4075,0,5.26
XB-20240352,Tomatoes,Jos,Kano,9.92,8.89,12.0,8.52,4205.3,1569867.0,317.8,5.68,0.52,6.2,72,0.086,1,23.1,28.6,25,3.6,80.9,poor,1.28,good,0,0.2227,0,0.224,0,3.79
XB-20240353,Strawberries,Lagos,Kano,6.52,3.38,12.0,8.52,4442.1,3861626.0,1266.3,20.84,1.77,22.61,36,0.628,1,7.3,12.9,8,4.9,73.6,poor,2.905,good,0,0.389,0,0.3355,0,4.68
XB-20240354,Fresh Fish,Enugu,Kano,6.44,7.5,12.0,8.52,1277.0,765241.0,987.8,15.47,2.2,17.67,24,0.736,0,36.2,42.9,4,38.9,67.0,poor,2.316,poor,3,0.7833,1,0.7934,1,8.35
XB-20240355,Dairy,Jos,Kaduna,9.92,8.89,10.52,7.44,3987.4,1624791.0,241.0,5.11,0.75,5.86,48,0.122,1,7.5,15.5,6,9.5,61.2,good,0.0,good,1,0.2445,0,0.393,0,5.14
XB-20240356,Dairy,Port Harcourt,Enugu,4.82,7.04,6.44,7.5,1318.6,561973.0,238.8,4.0,0.04,4.05,48,0.084,0,28.6,32.3,6,26.3,69.5,fair,1.332,good,1,0.4868,0,0.44,0,5.52
XB-20240357,Strawberries,Abuja,Port Harcourt,9.07,7.4,4.82,7.04,2092.8,1507273.0,708.4,18.35,1.15,19.5,36,0.542,0,32.7,35.1,8,27.1,62.1,poor,2.45,poor,0,0.8213,1,0.6507,1,7.21
XB-20240358,Peppers,Kano,Ibadan,12.0,8.52,7.38,3.93,1101.9,203299.0,1104.5,24.49,0.36,24.85,96,0.259,1,25.4,29.8,22,7.8,64.1,fair,0.821,fair,1,0.37,0,0.381,0,5.05
XB-20240359,Fresh Fish,Jos,Kaduna,9.92,8.89,10.52,7.44,898.7,529109.0,251.4,6.55,1.29,7.84,24,0.327,1,7.3,14.3,4,10.3,87.7,poor,1.209,excellent,0,0.5509,1,0.2674,0,4.14
XB-20240360,Fresh Fish,Kaduna,Kano,10.52,7.44,12.0,8.52,2520.9,1568641.0,284.5,4.87,0.03,4.9,24,0.204,0,32.4,39.3,4,35.3,84.9,good,0.0,fair,0,0.5484,0,0.5172,1,6.14
XB-20240361,Dairy,Jos,Kaduna,9.92,8.89,10.52,7.44,3525.4,1590545.0,225.7,4.98,2.2,7.19,48,0.15,0,42.1,47.6,6,41.6,82.7,poor,1.147,excellent,0,0.8431,1,0.5608,1,6.49
XB-20240362,Tomatoes,Onitsha,Lagos,6.14,6.79,6.52,3.38,3179.9,1161722.0,568.4,10.91,2.01,12.92,72,0.18,1,26.5,29.3,25,4.3,72.1,poor,2.795,good,1,0.342,0,0.4462,0,5.57
XB-20240363,Strawberries,Ibadan,Onitsha,7.38,3.93,6.14,6.79,276.1,202853.0,518.5,11.57,0.86,12.44,36,0.345,1,6.3,9.2,8,1.2,80.7,good,0.0,excellent,0,0.2215,0,0.1555,0,3.24
XB-20240364,Strawberries,Onitsha,Kano,6.14,6.79,12.0,8.52,4071.2,3048269.0,1067.9,16.74,0.73,17.47,36,0.485,1,9.4,14.5,8,6.5,81.9,fair,0.663,fair,0,0.4136,0,0.3711,0,4.97
XB-20240365,Fresh Fish,Enugu,Kano,6.44,7.5,12.0,8.52,3503.0,1945486.0,786.3,16.46,0.43,16.89,24,0.704,0,30.4,37.7,4,33.7,88.0,good,0.0,excellent,0,0.8056,1,0.3561,0,4.85
XB-20240366,Dairy,Kaduna,Zaria,10.52,7.44,11.08,7.71,3651.3,1534743.0,105.8,1.88,0.43,2.31,48,0.048,1,4.2,8.2,6,2.2,84.7,poor,2.036,good,0,0.2239,0,0.253,0,4.02
XB-20240367,Dairy,Port Harcourt,Kano,4.82,7.04,12.0,8.52,1252.7,518667.0,1105.5,20.26,1.95,22.21,48,0.463,1,5.0,8.4,6,2.4,64.7,good,0.0,poor,1,0.2563,0,0.4608,0,5.69
XB-20240368,Strawberries,Ibadan,Enugu,7.38,3.93,6.44,7.5,696.3,549406.0,557.0,13.29,1.09,14.38,36,0.399,1,11.4,16.8,8,8.8,68.1,fair,0.912,fair,1,0.3959,0,0.4909,1,5.93
XB-20240369,Mangoes,Abuja,Lagos,9.07,7.4,6.52,3.38,4407.5,821254.0,802.1,16.48,1.4,17.88,96,0.186,0,32.4,37.1,20,17.1,57.5,fair,1.321,fair,1,0.6134,1,0.6322,1,7.06
XB-20240370,Peppers,Port Harcourt,Lagos,4.82,7.04,6.52,3.38,1310.5,218730.0,638.4,15.61,0.09,15.69,96,0.163,1,23.8,27.7,22,5.7,91.0,good,0.0,good,0,0.3256,0,0.2681,0,4.14
XB-20240371,Tomatoes,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,414.9,132259.0,576.4,11.83,1.2,13.03,72,0.181,0,32.0,38.9,25,13.9,62.8,fair,0.817,good,0,0.638,1,0.42,0,5.36
XB-20240372,Peppers,Onitsha,Kaduna,6.14,6.79,10.52,7.44,2194.1,387669.0,687.3,15.36,2.28,17.65,96,0.184,0,32.5,36.3,22,14.3,85.0,good,0.0,fair,1,0.5264,0,0.6119,1,6.9
XB-20240373,Fresh Fish,Abuja,Onitsha,9.07,7.4,6.14,6.79,4865.4,2649221.0,485.4,10.91,0.57,11.48,24,0.478,0,30.7,36.5,4,32.5,58.5,good,0.0,good,1,0.4742,1,0.3954,0,5.16
XB-20240374,Mangoes,Zaria,Onitsha,11.08,7.71,6.14,6.79,4526.0,844364.0,796.1,17.14,0.23,17.37,96,0.181,0,34.8,42.5,20,22.5,57.3,fair,0.557,poor,2,0.5327,1,0.6532,1,7.23
XB-20240375,Mangoes,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,3099.8,674004.0,916.9,21.82,0.13,21.95,96,0.229,1,18.2,25.7,20,5.7,68.0,fair,0.518,good,1,0.2325,0,0.1715,0,3.37
XB-20240376,Peppers,Ibadan,Onitsha,7.38,3.93,6.14,6.79,3342.9,569044.0,504.4,11.67,0.57,12.24,96,0.127,1,21.3,26.0,22,4.0,88.6,good,0.0,fair,0,0.1743,0,0.1703,0,3.36
XB-20240377,Leafy Greens,Lagos,Jos,6.52,3.38,9.92,8.89,4229.2,1171890.0,1050.0,19.41,0.38,19.78,48,0.412,0,38.7,43.5,10,33.5,77.9,fair,1.394,good,2,0.5549,0,0.426,0,5.41
XB-20240378,Fresh Fish,Zaria,Onitsha,11.08,7.71,6.14,6.79,3282.6,1869365.0,850.3,22.21,2.37,24.59,24,1.024,1,7.1,11.2,4,7.2,91.0,poor,1.537,excellent,0,0.6726,1,0.4447,0,5.56
XB-20240379,Strawberries,Ibadan,Kano,7.38,3.93,12.0,8.52,2307.4,1702970.0,1113.0,19.81,3.64,23.45,36,0.651,0,32.4,38.3,8,30.3,67.1,poor,1.245,good,0,0.7166,1,0.4987,1,5.99
XB-20240380,Tomatoes,Onitsha,Lagos,6.14,6.79,6.52,3.38,3717.1,1349339.0,474.8,7.91,0.43,8.34,72,0.116,0,32.2,36.4,25,11.4,73.0,fair,0.642,good,0,0.5815,0,0.4672,0,5.74
XB-20240381,Dairy,Enugu,Abuja,6.44,7.5,9.07,7.4,2327.9,994524.0,379.2,5.9,1.14,7.04,48,0.147,0,28.1,33.6,6,27.6,85.2,poor,1.778,excellent,0,0.507,0,0.1775,0,3.42
XB-20240382,Leafy Greens,Lagos,Kaduna,6.52,3.38,10.52,7.44,1665.0,510381.0,928.8,16.92,0.79,17.7,48,0.369,1,9.5,12.5,10,2.5,74.6,fair,1.129,excellent,0,0.2709,0,0.1135,0,2.91
XB-20240383,Dairy,Lagos,Onitsha,6.52,3.38,6.14,6.79,3994.9,1554883.0,602.3,13.59,1.43,15.03,48,0.313,0,33.6,40.8,6,34.8,70.4,fair,0.536,good,1,0.6489,1,0.4491,0,5.59
XB-20240384,Strawberries,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,1070.0,892297.0,554.7,11.92,0.77,12.69,36,0.352,0,37.0,41.9,8,33.9,68.9,fair,0.552,fair,0,0.4873,1,0.474,0,5.79
XB-20240385,Mangoes,Onitsha,Zaria,6.14,6.79,11.08,7.71,4915.5,923722.0,812.8,20.83,0.09,20.92,96,0.218,0,32.5,34.5,20,14.5,63.3,fair,1.491,good,0,0.4177,1,0.2365,0,3.89
XB-20240386,Leafy Greens,Lagos,Kaduna,6.52,3.38,10.52,7.44,2013.4,543090.0,786.5,14.22,0.51,14.73,48,0.307,0,27.5,35.1,10,25.1,69.0,fair,0.755,excellent,0,0.4491,1,0.1735,0,3.39
XB-20240387,Fresh Fish,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,2021.4,1214438.0,1091.4,21.04,0.56,21.6,24,0.9,1,7.2,10.4,4,6.4,58.6,poor,1.7,good,0,0.5003,1,0.3924,0,5.14
XB-20240388,Dairy,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,733.0,304322.0,1063.1,24.96,3.6,28.56,48,0.595,1,4.0,8.0,6,2.0,79.4,poor,1.907,fair,0,0.6105,1,0.4986,0,5.99
XB-20240389,Leafy Greens,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,696.2,182490.0,580.5,14.92,0.6,15.52,48,0.323,1,10.9,18.3,10,8.3,56.3,fair,1.097,fair,1,0.3263,0,0.4285,0,5.43
XB-20240390,Strawberries,Jos,Abuja,9.92,8.89,9.07,7.4,361.5,268456.0,282.6,5.31,0.3,5.6,36,0.156,1,10.3,17.2,8,9.2,84.5,good,0.0,fair,1,0.4376,0,0.477,0,5.82
XB-20240391,Mangoes,Enugu,Ibadan,6.44,7.5,7.38,3.93,336.0,71620.0,645.2,11.0,0.45,11.45,96,0.119,0,30.4,32.7,20,12.7,62.4,good,0.0,good,0,0.3032,0,0.241,0,3.93
XB-20240392,Tomatoes,Enugu,Onitsha,6.44,7.5,6.14,6.79,3784.4,1419303.0,115.3,2.31,0.21,2.52,72,0.035,0,27.9,34.9,25,9.9,59.7,poor,2.728,good,1,0.503,0,0.5033,0,6.03
XB-20240393,Leafy Greens,Zaria,Jos,11.08,7.71,9.92,8.89,3118.2,886331.0,254.4,6.37,0.2,6.57,48,0.137,1,13.3,15.5,10,5.5,82.1,poor,1.196,good,2,0.2914,0,0.3513,0,4.81
XB-20240394,Tomatoes,Kaduna,Enugu,10.52,7.44,6.44,7.5,1936.5,611399.0,725.9,13.5,1.83,15.32,72,0.213,0,40.7,47.9,25,22.9,71.6,good,0.0,fair,1,0.3463,0,0.4231,0,5.38
XB-20240395,Dairy,Onitsha,Jos,6.14,6.79,9.92,8.89,1019.3,442033.0,641.0,10.58,0.45,11.03,48,0.23,0,40.7,43.2,6,37.2,77.4,good,0.0,fair,2,0.3525,0,0.5556,0,6.45
XB-20240396,Mangoes,Enugu,Onitsha,6.44,7.5,6.14,6.79,217.9,41318.0,130.7,2.6,0.72,3.32,96,0.035,1,20.1,24.8,20,4.8,59.9,good,0.0,good,1,0.1425,0,0.1885,0,3.51
